"Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2024",,,,,,,,,,,
Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result,Column1,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,19,,,,
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,50th Percentile,2020,Days,380,,,,
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,90th Percentile,2020,Days,425,,,,
Regional,Newfoundland and Labrador,Central Zone,Knee Replacement,Volume,2020,Number of cases,31,,,,
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,50th Percentile,2020,Days,19,,,,
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,90th Percentile,2020,Days,34,,,,
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,32,,,,
Provincial,Newfoundland and Labrador,n/a,MRI Scan,50th Percentile,2020,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,MRI Scan,90th Percentile,2020,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,MRI Scan,Volume,2020,Number of cases,"8,042",,,,
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,50th Percentile,2020,Days,51,,,,
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,90th Percentile,2020,Days,128,,,,
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,48,,,,
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99,,,,
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,50th Percentile,2020,Days,16,,,,
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th Percentile,2020,Days,22,,,,
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2020,Number of cases,528,,,,
Provincial,Nova Scotia,n/a,Bladder Cancer Surgery,50th Percentile,2020,Days,28,,,,
Provincial,Nova Scotia,n/a,Bladder Cancer Surgery,90th Percentile,2020,Days,122,,,,
Provincial,Nova Scotia,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,333,,,,
Provincial,Nova Scotia,n/a,Breast Cancer Surgery,50th Percentile,2020,Days,16,,,,
Provincial,Nova Scotia,n/a,Breast Cancer Surgery,90th Percentile,2020,Days,35,,,,
Provincial,Nova Scotia,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,338,,,,
Provincial,Nova Scotia,n/a,CABG,50th Percentile,2020,Days,9,,,,
Provincial,Nova Scotia,n/a,CABG,90th Percentile,2020,Days,94,,,,
Provincial,Nova Scotia,n/a,CABG,Volume,2020,Number of cases,138,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,% Meeting Benchmark,2020,Proportion,30,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,50th Percentile,2020,Days,185,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,90th Percentile,2020,Days,394,,,,
Provincial,Nova Scotia,n/a,Cataract Surgery,Volume,2020,Number of cases,"2,093",,,,
Provincial,Nova Scotia,n/a,Colorectal Cancer Surgery,50th Percentile,2020,Days,24,,,,
Provincial,Nova Scotia,n/a,Colorectal Cancer Surgery,90th Percentile,2020,Days,59,,,,
Provincial,Nova Scotia,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,184,,,,
Provincial,Nova Scotia,n/a,CT Scan,50th Percentile,2020,Days,21,,,,
Provincial,Nova Scotia,n/a,CT Scan,90th Percentile,2020,Days,152,,,,
Provincial,Nova Scotia,n/a,CT Scan,Volume,2020,Number of cases,"23,672",,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,88,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,50th Percentile,2020,Hours,22,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,90th Percentile,2020,Hours,52,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair,Volume,2020,Number of cases,488,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,n/a,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,% Meeting Benchmark,2020,Proportion,47,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,50th Percentile,2020,Days,190,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,90th Percentile,2020,Days,474,,,,
Provincial,Nova Scotia,n/a,Hip Replacement,Volume,2020,Number of cases,390,,,,
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,% Meeting Benchmark,2020,Proportion,19,,,,
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,50th Percentile,2020,Days,367,,,,
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,90th Percentile,2020,Days,672,,,,
Regional,Nova Scotia,Western Zone (N.S.),Hip Replacement,Volume,2020,Number of cases,62,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,% Meeting Benchmark,2020,Proportion,46,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,50th Percentile,2020,Days,190,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,90th Percentile,2020,Days,356,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Hip Replacement,Volume,2020,Number of cases,41,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,66,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,50th Percentile,2020,Days,156,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,90th Percentile,2020,Days,301,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,Volume,2020,Number of cases,62,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2020,Proportion,49,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2020,Days,183,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2020,Days,384,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2020,Number of cases,225,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,% Meeting Benchmark,2020,Proportion,31,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,50th Percentile,2020,Days,270,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,90th Percentile,2020,Days,652,,,,
Provincial,Nova Scotia,n/a,Knee Replacement,Volume,2020,Number of cases,545,,,,
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,% Meeting Benchmark,2020,Proportion,7,,,,
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,50th Percentile,2020,Days,477,,,,
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,90th Percentile,2020,Days,700,,,,
Regional,Nova Scotia,Western Zone (N.S.),Knee Replacement,Volume,2020,Number of cases,119,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,% Meeting Benchmark,2020,Proportion,14,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,50th Percentile,2020,Days,371,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,90th Percentile,2020,Days,757,,,,
Regional,Nova Scotia,Northern Zone (N.S.),Knee Replacement,Volume,2020,Number of cases,73,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,44,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,50th Percentile,2020,Days,195,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,90th Percentile,2020,Days,344,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,Volume,2020,Number of cases,91,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2020,Proportion,43,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2020,Days,217,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2020,Days,498,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2020,Number of cases,262,,,,
Provincial,Nova Scotia,n/a,Lung Cancer Surgery,50th Percentile,2020,Days,21,,,,
Provincial,Nova Scotia,n/a,Lung Cancer Surgery,90th Percentile,2020,Days,115,,,,
Provincial,Nova Scotia,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,139,,,,
Provincial,Nova Scotia,n/a,MRI Scan,50th Percentile,2020,Days,37,,,,
Provincial,Nova Scotia,n/a,MRI Scan,90th Percentile,2020,Days,287,,,,
Provincial,Nova Scotia,n/a,MRI Scan,Volume,2020,Number of cases,"7,683",,,,
Provincial,Nova Scotia,n/a,Prostate Cancer Surgery,50th Percentile,2020,Days,53,,,,
Provincial,Nova Scotia,n/a,Prostate Cancer Surgery,90th Percentile,2020,Days,125,,,,
Provincial,Nova Scotia,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,99,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,50th Percentile,2020,Days,10,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,90th Percentile,2020,Days,21,,,,
Provincial,Nova Scotia,n/a,Radiation Therapy,Volume,2020,Number of cases,"1,427",,,,
Provincial,Ontario,n/a,Bladder Cancer Surgery,50th Percentile,2020,Days,20,,,,
Provincial,Ontario,n/a,Bladder Cancer Surgery,90th Percentile,2020,Days,80,,,,
Provincial,Ontario,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,"4,799",,,,
Provincial,Ontario,n/a,Breast Cancer Surgery,50th Percentile,2020,Days,15,,,,
Provincial,Ontario,n/a,Breast Cancer Surgery,90th Percentile,2020,Days,37,,,,
Provincial,Ontario,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,"4,530",,,,
Provincial,Ontario,n/a,CABG,50th Percentile,2020,Days,5,,,,
Provincial,Ontario,n/a,CABG,90th Percentile,2020,Days,64,,,,
Provincial,Ontario,n/a,CABG,Volume,2020,Number of cases,"2,558",,,,
Provincial,Ontario,n/a,Cataract Surgery,% Meeting Benchmark,2020,Proportion,40,,,,
Provincial,Ontario,n/a,Cataract Surgery,50th Percentile,2020,Days,152,,,,
Provincial,Ontario,n/a,Cataract Surgery,90th Percentile,2020,Days,303,,,,
Provincial,Ontario,n/a,Cataract Surgery,Volume,2020,Number of cases,"29,199",,,,
Provincial,Ontario,n/a,Colorectal Cancer Surgery,50th Percentile,2020,Days,16,,,,
Provincial,Ontario,n/a,Colorectal Cancer Surgery,90th Percentile,2020,Days,43,,,,
Provincial,Ontario,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,"1,908",,,,
Provincial,Ontario,n/a,CT Scan,50th Percentile,2020,Days,3,,,,
Provincial,Ontario,n/a,CT Scan,90th Percentile,2020,Days,63,,,,
Provincial,Ontario,n/a,CT Scan,Volume,2020,Number of cases,"401,108",,,,
Provincial,Ontario,n/a,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,84,,,,
Provincial,Ontario,n/a,Hip Fracture Repair,50th Percentile,2020,Hours,24,,,,
Provincial,Ontario,n/a,Hip Fracture Repair,90th Percentile,2020,Hours,59,,,,
Provincial,Ontario,n/a,Hip Fracture Repair,Volume,2020,Number of cases,"5,381",,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,77,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,30,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,66,,,,
Provincial,Ontario,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,"5,061",,,,
Provincial,Ontario,n/a,Hip Replacement,% Meeting Benchmark,2020,Proportion,64,,,,
Provincial,Ontario,n/a,Hip Replacement,50th Percentile,2020,Days,141,,,,
Provincial,Ontario,n/a,Hip Replacement,90th Percentile,2020,Days,321,,,,
Provincial,Ontario,n/a,Hip Replacement,Volume,2020,Number of cases,"5,281",,,,
Regional,Ontario,West Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,West Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,West Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,West Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,Central Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,Central Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Central Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Central Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,Toronto Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,Toronto Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Toronto Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Toronto Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,East Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,East Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,East Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,East Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,North East Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,North East Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North East Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North East Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,North West Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,North West Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North West Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North West Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Provincial,Ontario,n/a,Knee Replacement,% Meeting Benchmark,2020,Proportion,56,,,,
Provincial,Ontario,n/a,Knee Replacement,50th Percentile,2020,Days,163,,,,
Provincial,Ontario,n/a,Knee Replacement,90th Percentile,2020,Days,372,,,,
Provincial,Ontario,n/a,Knee Replacement,Volume,2020,Number of cases,"7,612",,,,
Regional,Ontario,West Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,West Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,West Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,West Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,Central Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,Central Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Central Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Central Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,Toronto Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,Toronto Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Toronto Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,Toronto Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,East Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,East Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,East Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,East Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,North East Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,North East Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North East Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North East Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Ontario,North West Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Ontario,North West Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North West Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Ontario,North West Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Provincial,Ontario,n/a,Lung Cancer Surgery,50th Percentile,2020,Days,18,,,,
Provincial,Ontario,n/a,Lung Cancer Surgery,90th Percentile,2020,Days,49,,,,
Provincial,Ontario,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,"1,295",,,,
Provincial,Ontario,n/a,MRI Scan,50th Percentile,2020,Days,26,,,,
Provincial,Ontario,n/a,MRI Scan,90th Percentile,2020,Days,173,,,,
Provincial,Ontario,n/a,MRI Scan,Volume,2020,Number of cases,"246,448",,,,
Provincial,Ontario,n/a,Prostate Cancer Surgery,50th Percentile,2020,Days,41,,,,
Provincial,Ontario,n/a,Prostate Cancer Surgery,90th Percentile,2020,Days,131,,,,
Provincial,Ontario,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,"1,042",,,,
Provincial,Ontario,n/a,Radiation Therapy,% Meeting Benchmark,2020,Proportion,98,,,,
Provincial,Ontario,n/a,Radiation Therapy,50th Percentile,2020,Days,9,,,,
Provincial,Ontario,n/a,Radiation Therapy,90th Percentile,2020,Days,16,,,,
Provincial,Ontario,n/a,Radiation Therapy,Volume,2020,Number of cases,"16,121",,,,
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,50th Percentile,2020,Days,19,,,,
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,90th Percentile,2020,Days,65,,,,
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,47,,,,
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,50th Percentile,2020,Days,11,,,,
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,90th Percentile,2020,Days,30,,,,
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,47,,,,
Provincial,Prince Edward Island,n/a,CABG,50th Percentile,2020,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,CABG,90th Percentile,2020,Days,n/a,,,,
Provincial,Prince Edward Island,n/a,CABG,Volume,2020,Number of cases,n/a,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,% Meeting Benchmark,2020,Proportion,16,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,50th Percentile,2020,Days,230,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,90th Percentile,2020,Days,467,,,,
Provincial,Prince Edward Island,n/a,Cataract Surgery,Volume,2020,Number of cases,628,,,,
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,50th Percentile,2020,Days,14,,,,
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,90th Percentile,2020,Days,30,,,,
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,52,,,,
Provincial,Prince Edward Island,n/a,CT Scan,50th Percentile,2020,Days,15,,,,
Provincial,Prince Edward Island,n/a,CT Scan,90th Percentile,2020,Days,166,,,,
Provincial,Prince Edward Island,n/a,CT Scan,Volume,2020,Number of cases,"5,769",,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,97,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,50th Percentile,2020,Hours,12,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,90th Percentile,2020,Hours,26,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair,Volume,2020,Number of cases,72,,,,
Provincial,Prince Edward Island,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,97,,,,
